epic, Kp, cdpp_sap, cdpp_pdc, cdpp_k2sc_pdc, cdpp_halo, cdpp_k2sc_halo, enclosed_weight
212472816, 11.950000, 457.443327, 41.309555, 38.016519, 53.189984, 47.159079, 0.249874
212430158, 11.785000, 712.794686, 185.227978, 57.836714, 82.753374, 70.706863, 0.254086
212657768, 11.516000, 146.133768, 87.250887, 49.815108, 49.168890, 40.231300, 0.871711
212385347, 11.489000, 2822.368571, 103.501107, 72.671255, 77.692974, 74.486328, 0.193716
212342867, 11.894000, 10817.997942, 162.061101, 51.413878, 62.276955, 50.215670, 0.158454
212614172, 11.635000, 2284.506525, 82.431700, 33.159575, 75.530609, 47.427300, 0.151822
212350589, 11.843000, 5138.622911, 467.012749, 436.378509, 444.114271, 446.739223, 0.147831
212522535, 11.934000, 2805.773586, 94.878932, 30.814211, 53.293097, 47.375799, 0.133645
212700586, 11.830000, 455.323882, 42.492577, 31.757245, 57.502572, 46.370952, 0.221628
212558430, 11.909000, 1802.522238, 48.631522, 30.658360, 61.363663, 49.573953, 0.157621
212442630, 11.449000, 2914.430611, 266.188557, 247.436530, 245.500194, 244.313085, 0.173354
212755420, 11.226000, 2016.461483, 153.591733, 109.516350, 127.502925, 113.559258, 0.171835
212724590, 11.916000, 421.427400, 54.837248, 28.711882, 68.830280, 44.819393, 0.129940
212546272, 11.778000, 247.226402, 37.941513, 33.693450, 51.763591, 46.871282, 0.346970
212683124, 11.639000, 902.145090, 74.690472, 30.838528, 74.585157, 43.148070, 0.134195
212608005, 11.656000, 3105.260010, 73.179309, 31.331532, 67.454534, 44.308993, 0.182793
212574990, 11.982000, 103.278304, 37.676665, 33.871673, 41.153178, 36.919986, 0.437236
212736857, 11.158000, 5261.894304, 246.693369, 86.571543, 43.440065, 30.304775, 0.155493
212503324, 11.799000, 4188.707360, 90.800230, 36.125711, 53.501711, 41.062497, 0.200686
212423665, 11.988000, 254.131268, 32.691820, 25.768548, 53.047379, 43.762293, 0.258526
212715142, 11.897000, 2352.731786, 406.686374, 380.123893, 405.223947, 406.897412, 0.175427
212697479, 11.566000, 1395.596656, 101.661002, 60.238210, 96.529140, 74.908504, 0.207126
212348560, 11.594000, 3729.925875, 511.796419, 111.806654, 124.632233, 119.700386, 0.162485
212598265, 11.428000, 3656.197118, 41.642811, 24.929483, 35.868604, 25.080641, 0.119024
212554372, 11.406000, 599.169679, 609.951646, 578.439416, 589.635122, 601.773377, 0.871165
212540669, 11.951000, 556.726012, 542.401392, 91.114689, 113.627864, 102.058961, 0.174086
212350827, 11.783000, 1920.594972, 92.027851, 25.856637, 122.763668, 70.837167, 0.182053
212580416, 11.704000, 545.134671, 37.177741, 29.210789, 37.554456, 37.467088, 0.203592
212327737, 11.943000, 6944.659487, 940.297766, 340.106991, 128.468691, 110.411747, 0.197546
212335603, 11.314000, 6911.184178, 314.665444, 294.809115, 308.455605, 305.902982, 0.153224
212276317, 11.027000, 919.613114, 59.627983, 37.968306, 47.411852, 41.304149, 0.553656
212407697, 11.885000, 333.809577, 76.488036, 68.227376, 75.548841, 72.746861, 0.168171
212719763, 11.349000, 937.133442, 49.585813, 25.974852, 40.793016, 26.878643, 0.514854
212337910, 11.816000, 28582.646498, 324.075178, 116.520805, 71.317691, 49.964487, 0.113113
212277440, 11.708000, 3935.509178, 82.441944, 32.702095, 59.880736, 58.910196, 0.151760
212497347, 11.583000, 429.966741, 67.145239, 49.349176, 57.921426, 47.564720, 0.141328
212808377, 11.210000, 34583.141884, 8173.398816, 1427.520681, 452.583234, 250.248663, 0.151916
212722598, 11.235000, 900.430762, 114.581754, 36.343261, 80.085961, 37.105693, 0.108776
212544480, 11.346000, 281.168701, 21.484593, 15.821734, 21.795024, 21.200851, 0.253568
212822692, 11.227000, 2026.764937, 230.456023, 178.071825, 237.029204, 184.474701, 0.168583
212782424, 11.231000, 952.664249, 38.457846, 24.477037, 51.587988, 32.819260, 0.127071
212322695, 11.098000, 565.467321, 294.124902, 293.804765, 295.334067, 289.760950, 0.573873
212526274, 11.082000, 751.615528, 214.512999, 203.973705, 897.052056, 252.311879, 0.869059
212270861, 11.816000, 4562.857222, 107.371096, 39.265996, 62.471720, 58.201853, 0.203741
212809829, 11.694000, 1276.575794, 71.350483, 29.321556, 88.426229, 47.392084, 0.159092
212557098, 11.172000, 137.449100, 69.318127, 66.161050, 59.566295, 58.679717, 0.889685
212656176, 11.924000, 4785.633197, 379.875497, 370.991214, 386.542862, 376.464643, 0.148805
212431715, 11.972000, 6027.370647, 250.469379, 132.495079, 117.224826, 109.759510, 0.141432
212787804, 11.489000, 812.295952, 65.502074, 23.919068, 52.133867, 41.687956, 0.141469
212545987, 11.713000, 6692.042866, 111.894511, 56.373006, 39.519366, 37.591057, 0.116644
212539175, 11.601000, 136.771724, 19.651913, 18.130956, 24.228535, 19.705269, 0.380391
212703189, 11.766000, 1313.305661, 305.587369, 289.877962, 285.490967, 300.649076, 0.116942
212779753, 11.065000, 932.457180, 912.407391, 914.619657, 870.114249, 914.723925, 0.520051
212412298, 11.870000, 1222.855241, 422.977878, 399.629077, 396.402527, 398.718109, 0.121688
212326344, 11.018000, 613.812330, 74.269527, 38.728285, 42.581440, 28.089913, 0.536043
212343994, 11.464000, 78381.587201, 3724.102494, 868.514839, 323.078748, 321.466261, 0.103190
212737976, 11.438000, 1766.809193, 112.258625, 34.346326, 41.385645, 27.911047, 0.562087
212757314, 11.293000, 499.711621, 60.438364, 34.398993, 50.456547, 40.628462, 0.570623
212333268, 11.316000, 1624.426342, 418.629742, 396.025819, 416.928742, 410.269574, 0.167784
212479964, 11.782000, 341.115729, 311.490602, 53.033706, 76.287313, 60.641674, 0.294170
212710975, 11.507000, 3181.839604, 233.784326, 62.092252, 139.720434, 66.693068, 0.160872
212699459, 11.322000, 1010.631955, 94.484256, 24.597687, 61.033692, 30.226065, 0.140513
212696511, 11.605000, 1366.947398, 120.999827, 57.492454, 98.353744, 61.987970, 0.125438
212799568, 11.456000, 3419.219621, 448.739800, 462.097323, 459.243272, 474.354966, 0.211289
212382555, 11.796000, 34589.232075, 2154.646155, 1046.437869, 79.508583, 47.630819, 0.163025
212417478, 11.154000, 255.741686, 67.450262, 20.250091, 34.292808, 21.780084, 0.894977
212691422, 11.923000, 3569.425799, 74.538775, 50.613075, 62.667861, 49.590424, 0.130606
212682400, 11.508000, 11333.536046, 133.606976, 55.480577, 53.630780, 39.017929, 0.089944
212443898, 11.962000, 3730.707249, 414.828433, 426.227106, 421.063178, 432.971223, 0.189776
212705192, 11.728000, 1914.308069, 1140.179006, 1062.924532, 1003.352680, 938.257689, 0.101888
212724598, 11.362000, 2930.964987, 85.323633, 42.798216, 41.511120, 40.658136, 0.107600
212574897, 11.968000, 423.734164, 63.755745, 32.752539, 94.217858, 43.271194, 0.228480
212525614, 11.985000, 274.306156, 38.092511, 31.198283, 45.644869, 40.305699, 0.370132
212609451, 11.663000, 1282.970454, 43.108162, 38.102525, 54.941683, 54.318514, 0.148092
212656022, 11.396000, 425.780135, 426.068732, 420.388008, 412.536272, 413.070380, 0.875309
212560908, 11.523000, 458.538426, 239.566624, 231.384533, 238.443066, 235.363207, 0.251015
212673807, 11.733000, 1187.124033, 829.153080, 659.772880, 706.507271, 685.429283, 0.200257
212689896, 11.633000, 4170.323879, 144.960832, 52.051317, 94.167297, 40.857874, 0.143346
212542394, 11.390000, 476.260738, 79.557653, 31.118176, 40.561460, 32.886079, 0.884389
212299704, 11.774000, 2975.338357, 290.815924, 255.835131, 269.148383, 258.760727, 0.175204
212539420, 11.996000, 423.242044, 380.774231, 377.860913, 375.985417, 376.019639, 0.338446
212424299, 11.969000, 13005.776058, 233.485846, 93.946887, 69.062552, 59.906049, 0.164411
212412248, 11.599000, 2142.924871, 90.650884, 52.964545, 57.085761, 54.549077, 0.182674
212638471, 11.137000, 702.275017, 68.375774, 28.095549, 30.164565, 27.584622, 0.873114
212595639, 11.648000, 269.662104, 65.646362, 33.286060, 78.562998, 49.707226, 0.141538
212588219, 11.054000, 88.147467, 82.478014, 32.727816, 29.561590, 28.149561, 0.864858
212327113, 11.733000, 4969.031980, 61.880401, 27.111485, 53.239502, 46.753163, 0.205950
212302603, 11.210000, 4589.763187, 202.320814, 182.030861, 205.895552, 183.720349, 0.159550
212783983, 11.482000, 989.823036, 278.017439, 275.396686, 286.295197, 285.313845, 0.156666
212801327, 11.342000, 1524.745394, 77.735510, 29.725582, 129.016734, 46.849219, 0.194417
212587585, 11.369000, 229.147176, 45.264774, 39.441022, 44.424422, 36.247629, 0.222053
212837067, 11.417000, 2407.379230, 83.421923, 27.214403, 67.282990, 54.925265, 0.174124
212582232, 11.874000, 574.107674, 115.477980, 63.142517, 78.983588, 52.921558, 0.223523
212545231, 11.504000, 1374.200490, 81.705643, 37.538312, 41.621398, 34.404218, 0.872086
212617526, 11.001000, 735.622807, 586.264843, 568.059804, 577.877921, 567.362858, 0.152131
212675115, 11.848000, 1962.247462, 67.027365, 25.557669, 62.004319, 46.492655, 0.200775
212487158, 11.718000, 588.063585, 33.961529, 26.300777, 41.935064, 32.512188, 0.222566
212631676, 11.089000, 373.602535, 49.679869, 27.649325, 44.311954, 33.059704, 0.525428
212466390, 11.110000, 4652.929323, 67.761096, 33.700269, 49.781527, 39.371496, 0.166961
212273312, 11.399000, 3586.688361, 106.519954, 79.554026, 91.405072, 79.401376, 0.180531
212823337, 11.387000, 2073.866196, 90.381541, 29.439343, 97.864811, 38.416614, 0.187451
212580566, 11.723000, 10719.961971, 11093.985957, 10729.291030, 10442.629993, 10513.160062, 0.178151
212434517, 11.956000, 982.738060, 140.472729, 44.080156, 38.289271, 34.625765, 0.241799
212658389, 11.788000, 749.640579, 739.085288, 738.637839, 730.299873, 725.330285, 0.170473
212360221, 11.610000, 815.443391, 107.063913, 53.006165, 95.415767, 63.100407, 0.150622
212594782, 11.375000, 1294.240105, 237.480857, 223.392210, 230.495581, 229.731206, 0.140962
212290958, 11.835000, 2801.538207, 407.216952, 380.174448, 386.526039, 392.174489, 0.188858
212701891, 11.350000, 921.639999, 92.389691, 51.693883, 114.292960, 63.316103, 0.135617
212541285, 11.676000, 83.381088, 29.619872, 27.892583, 33.654271, 30.785812, 0.387176
212365072, 11.885000, 3711.584977, 99.448388, 52.097438, 82.231823, 76.588035, 0.163409
212590607, 11.714000, 2863.451886, 282.085110, 33.403370, 133.467461, 46.969787, 0.158800
212491192, 11.207000, 40837.312448, 866.150901, 619.963783, 63.683624, 43.299883, 0.452878
212387764, 11.944000, 4182.727804, 130.168066, 76.592647, 104.552310, 92.303094, 0.189320
212716430, 11.682000, 1184.413741, 90.087429, 23.797850, 82.834455, 31.111130, 0.142125
212624411, 11.562000, 4007.995018, 109.049093, 37.001279, 54.788861, 44.315435, 0.110948
212521525, 11.714000, 5128.337164, 285.797618, 292.376796, 257.526021, 262.649630, 0.190744
212528621, 11.804000, 594.268415, 42.002623, 27.543882, 43.794586, 38.522080, 0.244320
212782836, 11.574000, 1889.830990, 45.074518, 26.930241, 44.463675, 45.011137, 0.143912
212716769, 11.379000, 3048.489406, 136.581871, 42.853753, 65.545815, 45.213415, 0.146305
212334843, 11.849000, 1527.769095, 54.931507, 24.412314, 70.152931, 45.228441, 0.174990
212695670, 11.619000, 3581.752845, 72.888564, 25.364469, 72.953533, 61.315701, 0.176615
212326121, 11.219000, 2195.189665, 78.851479, 49.052186, 76.109914, 56.742028, 0.194649
212678405, 11.761000, 5350.190591, 158.684997, 42.372858, 73.436038, 39.018612, 0.126057
212606255, 11.011000, 236.912926, 26.970716, 26.199272, 31.768554, 29.512482, 0.297243
212589423, 11.761000, 1155.693991, 132.001371, 117.396265, 126.254835, 119.149035, 0.192486
212642377, 11.788000, 470.881167, 34.073985, 27.725140, 39.180481, 29.959990, 0.189373
212300977, 11.738000, 11345.935840, 528.657246, 56.441063, 105.642649, 63.379596, 0.142424
212812486, 11.061000, 8557.465079, 187.563338, 75.661503, 64.478333, 46.671379, 0.165875
212325509, 11.771000, 3591.379583, 64.736224, 25.440304, 70.868644, 50.778995, 0.163523
212581749, 11.595000, 2043.897419, 89.829894, 32.617349, 34.813020, 34.269704, 0.117185
212435205, 11.267000, 3722.510388, 272.298174, 262.719461, 270.451936, 264.606760, 0.147433
212767373, 11.864000, 781.074619, 557.547213, 544.457056, 564.722708, 562.632085, 0.134018
212672774, 11.760000, 1306.655001, 347.648561, 51.437893, 92.734411, 73.955098, 0.144468
212387690, 11.294000, 409.326290, 56.371323, 42.676758, 45.083090, 45.689140, 0.489819
212313298, 11.091000, 6802.558404, 60.213433, 33.498640, 55.462102, 41.878467, 0.148253
212431923, 11.963000, 3379.011644, 206.392259, 66.481060, 69.878009, 42.262196, 0.123932
212608868, 11.152000, 447.709259, 290.792638, 296.948475, 297.031185, 297.773200, 0.228596
212709097, 11.485000, 706.562631, 36.766560, 28.330993, 40.009626, 29.781961, 0.855364
212636726, 11.477000, 1135.798387, 398.097159, 394.294369, 405.305418, 405.535160, 0.164721
212606189, 11.635000, 1814.149257, 150.818116, 146.039716, 158.903226, 150.223118, 0.149305
212647744, 11.632000, 3736.805033, 83.173397, 38.885948, 108.224809, 52.020112, 0.140791
212646589, 11.629000, 432.872076, 349.898545, 55.484093, 56.654360, 55.667102, 0.208075
212649511, 11.893000, 686.798174, 171.303483, 167.989138, 176.045576, 169.328296, 0.232279
212564224, 11.756000, 417.960286, 403.984587, 390.586176, 401.315733, 396.114325, 0.395349
212471052, 11.657000, 12175.699480, 796.587589, 187.360677, 136.693114, 50.370010, 0.174120
212812008, 11.880000, 5006.269568, 99.289637, 39.001687, 83.982407, 60.535648, 0.142074
212646997, 11.446000, 585.779264, 458.939867, 452.310463, 457.247173, 452.468890, 0.193575
212567485, 11.978000, 203.268820, 92.712041, 92.645183, 93.058760, 91.804601, 0.579832
212628306, 11.228000, 1354.585654, 386.618867, 368.140269, 383.974625, 375.580061, 0.132564
212732293, 11.145000, 392.703646, 100.907597, 82.425896, 97.298820, 94.549123, 0.539687
212611646, 11.093000, 339.347533, 338.126588, 309.285230, 312.425987, 308.161414, 0.558442
212671786, 11.795000, 1507.269274, 99.517460, 47.043092, 127.098732, 39.341064, 0.223556
212492016, 11.936000, 794.794366, 93.957662, 33.021788, 75.141346, 47.015706, 0.216100
212332228, 11.933000, 3471.888985, 98.577784, 44.079564, 64.920332, 54.616539, 0.134040
212675519, 11.213000, 365.243025, 69.510453, 30.475306, 61.256138, 32.950688, 0.525442
212285876, 11.210000, 1245.483663, 110.255852, 38.384923, 84.450485, 56.249422, 0.575739
212810296, 11.734000, 5037.144602, 263.334616, 233.117761, 245.664646, 242.891703, 0.198351
212679026, 11.952000, 4240.566368, 59.564717, 37.458976, 49.142260, 46.348680, 0.108952
212662293, 11.190000, 4374.238378, 67.728720, 35.605436, 56.908649, 36.627208, 0.214897
212792548, 11.627000, 3520.282977, 90.381325, 35.796373, 53.118910, 40.713262, 0.158684
212396854, 11.975000, 1047.969249, 66.712192, 25.842354, 44.189744, 43.479603, 0.127708
212527968, 11.041000, 369.342426, 124.750984, 121.905930, 126.557190, 123.583772, 0.885836
212781976, 11.595000, 1288.684762, 119.462462, 103.228258, 160.416306, 114.160530, 0.160627
212555726, 11.886000, 609.993726, 67.357033, 37.943245, 75.353034, 44.190304, 0.218857
212340417, 11.325000, 4816.881480, 59.770125, 28.480971, 40.552181, 38.490818, 0.191498
212577737, 11.640000, 1400.413069, 101.111693, 39.117434, 64.162395, 53.154491, 0.143101
212727313, 11.921000, 1368.180235, 70.734135, 35.380153, 45.878303, 46.624447, 0.125683
212537476, 11.540000, 1257.818034, 1021.410590, 993.316670, 1051.639037, 1029.076718, 0.213408
212720260, 11.348000, 1874.071298, 409.935817, 208.620746, 212.641350, 204.732920, 0.199845
212380029, 11.962000, 6503.655078, 93.601125, 56.736767, 60.145138, 56.710615, 0.181446
212749017, 11.889000, 2476.019338, 148.827112, 59.581742, 92.210523, 42.030320, 0.140799
212772045, 11.254000, 3092.289976, 71.839136, 40.863334, 121.159997, 72.924219, 0.116622
212722790, 11.031000, 609.990753, 181.834624, 42.778254, 59.484660, 45.744819, 0.517250
212299314, 11.818000, 5984.370927, 372.742496, 78.404981, 48.727462, 39.954799, 0.161978
212415204, 11.688000, 8757.127024, 237.008560, 66.334300, 74.493831, 58.000249, 0.199544
212716691, 11.838000, 5281.206984, 62.191193, 35.332439, 81.962477, 57.217543, 0.143266
212660794, 11.319000, 8305.428839, 8180.430178, 545.863888, 910.618854, 262.833852, 0.089225
212489799, 11.234000, 506.904361, 70.439014, 32.150485, 54.980029, 33.210675, 0.256158
212562656, 11.811000, 62.502135, 60.466753, 55.665734, 28.793076, 28.632987, 0.768958
212302714, 11.681000, 3964.100924, 458.051982, 546.091277, 399.347798, 385.069298, 0.193782
212314902, 11.866000, 2719.778951, 225.009603, 216.355680, 230.357705, 230.294499, 0.150544
212316046, 11.813000, 8330.548986, 103.835122, 33.167655, 62.588892, 40.264713, 0.192193
212747349, 11.531000, 550.254330, 72.221935, 27.939669, 81.548762, 43.219232, 0.141211
212488417, 11.888000, 699.809055, 46.216050, 29.448437, 72.437246, 55.209475, 0.323542
212549089, 11.503000, 2705.806775, 92.501765, 43.884816, 67.482288, 43.382321, 0.133050
212333371, 11.961000, 5196.438846, 119.661257, 39.953704, 72.531676, 46.940610, 0.194531
212402091, 11.536000, 4346.520482, 68.000664, 37.410258, 42.601816, 37.284885, 0.146850
212317677, 11.942000, 10522.729856, 132.293232, 46.182974, 61.945846, 47.125151, 0.200840
212379441, 11.111000, 3731.642588, 83.787806, 49.296218, 51.387181, 50.984027, 0.195429
212722246, 11.352000, 1298.866211, 129.574072, 33.269980, 46.726189, 40.006761, 0.133791
212805626, 11.539000, 3633.678909, 1075.543661, 571.998302, 686.578038, 652.001632, 0.154060
212710512, 11.771000, 5245.782182, 470.789845, 416.544862, 448.308264, 411.386105, 0.126484
212753885, 11.080000, 600.833367, 193.223736, 84.295558, 92.699495, 92.438012, 0.453757
212337781, 11.433000, 5671.593339, 117.273991, 41.773760, 44.570464, 44.408826, 0.177108
212498574, 11.386000, 424.410160, 177.810781, 176.868361, 178.569963, 176.871245, 0.855494
212592014, 11.155000, 235.211038, 88.080001, 33.566110, 23.407762, 20.163244, 0.280477
212328581, 11.854000, 6250.493103, 125.458696, 45.802985, 73.418190, 56.158051, 0.169668
212665135, 11.227000, 76.371466, 35.743779, 30.729892, 8.050749, 5.241464, 0.898991
212356796, 11.959000, 3281.573541, 74.167784, 32.431577, 52.934073, 47.339729, 0.142640
212570826, 11.058000, 181.070893, 33.264430, 29.643499, 21.319238, 21.276927, 0.657062
212456327, 11.207000, 4185.186243, 101.633512, 54.429153, 62.479104, 40.797008, 0.193212
212540561, 11.720000, 101.763849, 36.341989, 33.262063, 38.384823, 36.646628, 0.313464
212283239, 11.113000, 3891.004550, 79.842611, 41.480823, 49.034242, 47.100130, 0.181338
212648683, 11.658000, 1014.091160, 99.285993, 76.405326, 94.388296, 88.179909, 0.132054
212326306, 11.637000, 12817.108253, 223.986650, 93.481559, 100.059276, 83.331293, 0.158813
212746465, 11.076000, 882.905596, 153.705896, 47.212431, 65.394667, 47.702730, 0.525049
212719942, 11.674000, 4960.006274, 229.467592, 58.783951, 427.718645, 153.107493, 0.149916
212368520, 11.107000, 2578.515206, 46.020685, 23.855987, 31.101612, 29.668449, 0.182434
212336992, 11.840000, 3878.463681, 75.211313, 40.031066, 64.107887, 50.287832, 0.142709
212600636, 11.680000, 777.534462, 134.830514, 123.785569, 133.278398, 127.481799, 0.136701
212551140, 11.825000, 278.185853, 24.827389, 23.477588, 39.232364, 30.603351, 0.601605
212411707, 11.906000, 3755.705445, 137.370940, 78.299293, 53.288447, 52.826473, 0.133732
212312841, 11.602000, 21137.110665, 479.293294, 105.358289, 89.581604, 58.734822, 0.139347
212310551, 11.500000, 3175.503509, 92.847182, 36.140888, 89.623732, 38.596459, 0.173912
212563656, 11.714000, 1686.066243, 328.383852, 237.366542, 275.115428, 247.640576, 0.156549
212666753, 12.000000, 1538.645848, 214.345316, 167.785285, 201.261592, 175.973166, 0.092476
212792824, 11.591000, 2764.019252, 1130.962350, 1109.593889, 1139.775060, 1105.801819, 0.139088
212664470, 11.201000, 1084.029581, 111.563950, 28.065520, 98.652541, 35.963290, 0.516258
212567502, 11.068000, 4543.874230, 322.446620, 126.599637, 340.828887, 148.644384, 0.170066
212400208, 11.275000, 1628.947083, 83.768554, 38.554971, 45.900469, 34.185175, 0.166354
212480710, 11.673000, 1136.015803, 66.166223, 50.637205, 65.625306, 50.991551, 0.182950
212600464, 11.000000, 630.822001, 53.306083, 33.775568, 43.029380, 30.096753, 0.525246
212645316, 11.743000, 3159.185390, 207.411832, 187.655883, 196.065147, 187.198217, 0.149237
212344068, 11.464000, 2002.911077, 404.199952, 427.183539, 340.452319, 341.094498, 0.152253
212565474, 11.321000, 65.299676, 61.560619, 31.875033, 44.952871, 43.191493, 0.336654
212650162, 11.735000, 5312.233308, 67.423753, 29.034525, 54.362615, 39.816709, 0.110782
212788951, 11.153000, 324.494798, 144.228202, 134.319403, 137.541165, 137.283089, 0.518049
212823314, 11.011000, 988.246033, 105.732414, 31.429932, 71.786323, 38.501890, 0.195410
212421878, 11.022000, 813.711585, 107.016982, 48.324550, 69.641074, 45.578127, 0.517225
212600626, 11.435000, 100.443131, 28.060226, 25.032310, 27.419440, 25.047839, 0.515919
212325274, 11.101000, 4655.000240, 319.648776, 89.639288, 68.432705, 42.584141, 0.158248
212773251, 11.384000, 4154.832021, 84.541789, 30.520090, 60.656491, 35.528737, 0.162651
212651896, 11.667000, 369.743725, 201.764316, 204.128497, 202.445155, 211.381658, 0.188419
212801667, 11.911000, 3998.383453, 163.791201, 55.590038, 84.382647, 62.931544, 0.175609
212416054, 11.745000, 7298.410075, 519.116373, 441.137309, 465.560591, 462.096328, 0.201825
212647221, 11.735000, 365.154209, 52.242889, 35.428031, 53.977051, 40.695719, 0.212428
212416837, 11.980000, 3135.855752, 427.752555, 411.247684, 397.642259, 411.112901, 0.171402
212822384, 11.729000, 2222.248436, 54.410981, 26.716790, 84.329013, 76.787926, 0.152852
212678315, 11.141000, 343.636249, 44.325835, 21.882147, 46.806590, 27.238400, 0.886148
212711896, 11.585000, 2765.164856, 252.445174, 40.792313, 115.965102, 71.757286, 0.175401
212800617, 11.666000, 3323.712193, 106.990009, 47.426447, 84.971900, 58.385788, 0.144711
212771460, 11.749000, 681.920771, 51.581719, 27.779480, 55.148774, 40.480011, 0.137048
212586030, 11.689000, 475.458620, 72.781392, 68.899298, 70.379585, 70.456025, 0.391848
212497392, 11.761000, 1368.037093, 50.765822, 33.363660, 45.783240, 35.138665, 0.227989
212311547, 11.446000, 7432.878325, 322.773656, 298.561634, 315.075483, 316.290082, 0.212334
212447349, 11.185000, 5168.680556, 473.884898, 90.668961, 103.400508, 81.519525, 0.166388
212710941, 11.985000, 867.348588, 140.402851, 125.512220, 145.951415, 123.614823, 0.150341
212604861, 11.582000, 448.802488, 56.597453, 55.748632, 60.642471, 60.689444, 0.232382
212500355, 11.769000, 1341.143093, 97.474564, 61.821217, 66.836407, 62.761508, 0.223048
212692782, 11.109000, 673.849592, 673.755460, 65.819807, 57.627073, 52.769919, 0.884063
212759992, 11.542000, 1669.017214, 54.328964, 29.355664, 64.089123, 46.927896, 0.110733
212769886, 11.332000, 3107.015381, 100.363200, 35.005299, 64.343971, 40.698532, 0.144364
212693328, 11.899000, 3868.538984, 98.861544, 47.974939, 260.757939, 181.479952, 0.166163
212642866, 11.696000, 603.629297, 62.495238, 46.097955, 68.227294, 60.289548, 0.186747
212356739, 11.758000, 1194.299146, 151.635594, 93.392792, 106.630969, 98.726734, 0.159638
212354655, 11.514000, 4929.045948, 70.190650, 24.743641, 40.648380, 36.357442, 0.178685
212561485, 11.723000, 523.146394, 67.328235, 42.593898, 63.052066, 40.179340, 0.265222
212346679, 11.945000, 1271.010942, 121.811869, 104.594919, 108.998126, 106.272361, 0.150506
212707505, 11.079000, 341.993010, 97.093483, 74.511507, 104.751228, 69.567746, 0.755989
212608891, 11.035000, 600.880243, 307.324379, 288.437689, 304.215760, 293.675071, 0.555143
212818395, 11.863000, 3301.778169, 424.744362, 387.990867, 403.686444, 403.268949, 0.194965
212437630, 11.342000, 3492.656028, 345.162984, 171.557978, 317.467503, 184.616180, 0.175410
212743277, 11.557000, 1645.536262, 630.903311, 106.439705, 168.842903, 155.903780, 0.172544
212471464, 11.102000, 219.517525, 215.371646, 65.532592, 69.303224, 58.020123, 0.291036
212333202, 11.551000, 1080.162748, 96.992140, 33.730794, 73.924550, 43.138008, 0.141314
212776568, 11.713000, 5389.178143, 88.171248, 59.815335, 72.776352, 61.312942, 0.148127
212655006, 11.158000, 432.635192, 56.195606, 23.262731, 29.335409, 24.048530, 0.846797
212790762, 11.753000, 3362.498207, 97.855669, 33.162902, 78.570328, 50.269806, 0.118366
212626758, 11.769000, 2332.999223, 68.193068, 27.360592, 79.134230, 47.109552, 0.152804
212649915, 11.248000, 51.954410, 25.544230, 19.700037, 6.822450, 6.799858, 0.974159
212603048, 11.551000, 301.897366, 26.146363, 19.386519, 25.753123, 25.938609, 0.221449
212825999, 11.344000, 1467.947980, 92.884624, 42.553699, 69.923987, 69.617370, 0.150949
212596840, 11.991000, 250.978309, 32.905450, 29.581275, 33.274949, 31.166858, 0.260784
212670955, 11.694000, 1740.656499, 92.303381, 38.619123, 76.404630, 41.198730, 0.190408
212548380, 11.381000, 1171.982726, 72.406507, 32.200364, 55.434427, 37.541993, 0.133283
212672836, 11.883000, 2355.299395, 58.671023, 29.218344, 61.646759, 40.982873, 0.141359
212400906, 11.467000, 840.916528, 513.804291, 511.051771, 514.104499, 517.577994, 0.530691
212599037, 11.324000, 2718.313956, 648.507136, 620.341741, 641.948876, 618.669199, 0.142486
212402569, 11.131000, 1360.109404, 68.411990, 28.252906, 40.019757, 27.742553, 0.157018
212628467, 11.716000, 3644.558832, 64.371818, 25.868952, 54.281507, 44.054455, 0.183815
212292202, 11.781000, 8082.374553, 146.364239, 110.572804, 121.825488, 121.310972, 0.163234
212566368, 11.199000, 822.124412, 507.927605, 509.386325, 495.562793, 499.729778, 0.226987
212563711, 11.256000, 168.134855, 81.014675, 46.316239, 41.724146, 41.664993, 0.889008
212320198, 11.038000, 250.702352, 70.650569, 25.813883, 38.160236, 29.821651, 0.561460
212648234, 11.384000, 199.782808, 35.827148, 27.272303, 5.984713, 6.031937, 0.994230
212275451, 11.199000, 3986.457438, 137.340615, 39.845139, 64.273483, 40.179306, 0.177760
212622521, 11.799000, 3344.287229, 121.694254, 86.612119, 96.665986, 86.326765, 0.133510
212496557, 11.469000, 266.177386, 214.809491, 204.079319, 217.977164, 210.061571, 0.142509
212492205, 11.912000, 628.725098, 193.646889, 63.154720, 76.040833, 65.402273, 0.316687
212648980, 11.690000, 1765.317385, 444.811301, 382.846101, 380.874308, 386.260549, 0.112344
212774979, 11.916000, 3293.617813, 568.060687, 108.268491, 103.269708, 89.619017, 0.101228
212646537, 11.945000, 3403.364539, 145.031151, 34.595582, 73.554875, 48.413813, 0.125254
212637788, 11.164000, 763.116512, 680.934338, 590.306464, 697.530036, 692.421135, 0.842124
212594354, 11.160000, 837.813738, 48.524069, 30.262954, 70.999236, 32.459746, 0.164626
212756709, 11.272000, 2833.452237, 113.798486, 32.892277, 103.156646, 47.917406, 0.172258
212694832, 11.479000, 1284.411373, 71.848552, 23.339190, 60.223080, 43.178076, 0.162257
212834532, 11.836000, 10898.589475, 420.231607, 156.085570, 117.676662, 113.203235, 0.165946
212292753, 11.415000, 4178.362198, 115.424789, 40.140535, 52.162901, 52.296836, 0.174500
